statename,districtname,crop,cropyear,season,area,production,statenorm,districtnorm,yieldcalc
Odisha,KALAHANDI,Sesamum,2010,Summer,1.0,0.1,odisha,kalahandi,0.1
Odisha,KALAHANDI,Urad,2010,Summer,33.0,7.8,odisha,kalahandi,0.23636363636363636
Odisha,KALAHANDI,Wheat,2010,Summer,10.0,16.4,odisha,kalahandi,1.64
Odisha,KALAHANDI,Groundnut,2010,Winter,1241.0,1707.6,odisha,kalahandi,1.3759871071716356
Odisha,KALAHANDI,Horse-gram,2010,Winter,7147.0,2179.8,odisha,kalahandi,0.30499510284035264
Odisha,KALAHANDI,Maize,2010,Winter,2.0,8.8,odisha,kalahandi,4.4
Odisha,KALAHANDI,Moong(Green Gram),2010,Winter,4334.0,1105.2,odisha,kalahandi,0.25500692201199815
Odisha,KALAHANDI,Ragi,2010,Winter,823.0,363.8,odisha,kalahandi,0.44204131227217497
Odisha,KALAHANDI,Rapeseed &Mustard,2010,Winter,747.0,142.7,odisha,kalahandi,0.19103078982597052
Odisha,KALAHANDI,Rice,2010,Winter,153000.0,394000.0,odisha,kalahandi,2.5751633986928106
Odisha,KALAHANDI,Sesamum,2010,Winter,757.0,126.4,odisha,kalahandi,0.16697490092470277
Odisha,KALAHANDI,Sugarcane,2010,Winter,212.0,10772.6,odisha,kalahandi,50.81415094339623
Odisha,KALAHANDI,Urad,2010,Winter,6021.0,1577.5,odisha,kalahandi,0.26199966782926426
Odisha,KANDHAMAL,Groundnut,2010,Autumn,269.0,201.5,odisha,kandhamal,0.7490706319702602
Odisha,KANDHAMAL,Maize,2010,Autumn,3416.0,4128.6,odisha,kandhamal,1.2086065573770493
Odisha,KANDHAMAL,Moong(Green Gram),2010,Autumn,26.0,4.2,odisha,kandhamal,0.16153846153846155
Odisha,KANDHAMAL,Ragi,2010,Autumn,17.0,7.7,odisha,kandhamal,0.45294117647058824
Odisha,KANDHAMAL,Rice,2010,Autumn,12000.0,12000.0,odisha,kandhamal,1.0
Odisha,KANDHAMAL,Urad,2010,Autumn,117.0,28.1,odisha,kandhamal,0.24017094017094018
Odisha,KANDHAMAL,Maize,2010,Summer,3.0,4.8,odisha,kandhamal,1.5999999999999999
Odisha,KANDHAMAL,Rice,2010,Summer,1000.0,1000.0,odisha,kandhamal,1.0
Odisha,KANDHAMAL,Wheat,2010,Summer,1.0,0.8,odisha,kandhamal,0.8
Odisha,KANDHAMAL,Groundnut,2010,Winter,44.0,32.6,odisha,kandhamal,0.740909090909091
Odisha,KANDHAMAL,Horse-gram,2010,Winter,1734.0,327.7,odisha,kandhamal,0.1889850057670127
Odisha,KANDHAMAL,Maize,2010,Winter,6.0,7.9,odisha,kandhamal,1.3166666666666667
Odisha,KANDHAMAL,Moong(Green Gram),2010,Winter,66.0,8.4,odisha,kandhamal,0.1272727272727273
Odisha,KANDHAMAL,Potato,2010,Winter,544.0,4098.5,odisha,kandhamal,7.534007352941177
Odisha,KANDHAMAL,Ragi,2010,Winter,27.0,7.9,odisha,kandhamal,0.2925925925925926
Odisha,KANDHAMAL,Rapeseed &Mustard,2010,Winter,2341.0,252.8,odisha,kandhamal,0.10798803929944469
Odisha,KANDHAMAL,Rice,2010,Winter,41000.0,57000.0,odisha,kandhamal,1.3902439024390243
Odisha,KANDHAMAL,Sesamum,2010,Winter,77.0,7.8,odisha,kandhamal,0.10129870129870129
Odisha,KANDHAMAL,Urad,2010,Winter,305.0,50.0,odisha,kandhamal,0.16393442622950818
Odisha,KENDRAPARA,Jute,2010,Autumn,1099.0,12376.0,odisha,kendrapara,11.261146496815286
Odisha,KENDRAPARA,Rice,2010,Autumn,3000.0,4000.0,odisha,kendrapara,1.3333333333333333
Odisha,KENDRAPARA,Groundnut,2010,Summer,3149.0,3101.8,odisha,kendrapara,0.9850111146395681
Odisha,KENDRAPARA,Moong(Green Gram),2010,Summer,22895.0,7005.9,odisha,kendrapara,0.3060013103297663
Odisha,KENDRAPARA,Rice,2010,Summer,3000.0,6000.0,odisha,kendrapara,2.0
Odisha,KENDRAPARA,Sesamum,2010,Summer,53.0,19.5,odisha,kendrapara,0.36792452830188677
Odisha,KENDRAPARA,Urad,2010,Summer,2049.0,758.1,odisha,kendrapara,0.3699853587115666
Odisha,KENDRAPARA,Wheat,2010,Summer,2.0,2.6,odisha,kendrapara,1.3
Odisha,KENDRAPARA,Horse-gram,2010,Winter,308.0,119.5,odisha,kendrapara,0.387987012987013
Odisha,KENDRAPARA,Potato,2010,Winter,634.0,10038.1,odisha,kendrapara,15.832965299684544
Odisha,KENDRAPARA,Rapeseed &Mustard,2010,Winter,232.0,38.5,odisha,kendrapara,0.16594827586206898
Odisha,KENDRAPARA,Rice,2010,Winter,129000.0,157000.0,odisha,kendrapara,1.2170542635658914
Odisha,KENDRAPARA,Sugarcane,2010,Winter,183.0,8848.6,odisha,kendrapara,48.35300546448087
Odisha,KENDRAPARA,Urad,2010,Winter,9785.0,3737.9,odisha,kendrapara,0.3820030659172202
Odisha,KENDUJHAR,Groundnut,2010,Autumn,149.0,139.5,odisha,kendujhar,0.9362416107382551
Odisha,KENDUJHAR,Jute,2010,Autumn,210.0,2009.0,odisha,kendujhar,9.566666666666666
Odisha,KENDUJHAR,Maize,2010,Autumn,3670.0,5721.3,odisha,kendujhar,1.5589373297002724
Odisha,KENDUJHAR,Rice,2010,Autumn,38000.0,23000.0,odisha,kendujhar,0.6052631578947368
Odisha,KENDUJHAR,Sesamum,2010,Autumn,187.0,45.4,odisha,kendujhar,0.2427807486631016
Odisha,KENDUJHAR,Urad,2010,Autumn,1112.0,273.6,odisha,kendujhar,0.24604316546762592
Odisha,KENDUJHAR,Groundnut,2010,Summer,39.0,43.2,odisha,kendujhar,1.1076923076923078
Odisha,KENDUJHAR,Maize,2010,Summer,47.0,111.0,odisha,kendujhar,2.3617021276595747
Odisha,KENDUJHAR,Moong(Green Gram),2010,Summer,276.0,71.2,odisha,kendujhar,0.2579710144927536
Odisha,KENDUJHAR,Rice,2010,Summer,3000.0,7000.0,odisha,kendujhar,2.3333333333333335
Odisha,KENDUJHAR,Sesamum,2010,Summer,10.0,4.2,odisha,kendujhar,0.42000000000000004
Odisha,KENDUJHAR,Urad,2010,Summer,9.0,4.4,odisha,kendujhar,0.48888888888888893
Odisha,KENDUJHAR,Wheat,2010,Summer,433.0,669.8,odisha,kendujhar,1.5468822170900691
Odisha,KENDUJHAR,Groundnut,2010,Winter,93.0,98.6,odisha,kendujhar,1.0602150537634407
Odisha,KENDUJHAR,Horse-gram,2010,Winter,1991.0,527.6,odisha,kendujhar,0.2649924660974385
Odisha,KENDUJHAR,Maize,2010,Winter,11.0,45.3,odisha,kendujhar,4.118181818181818
Odisha,KENDUJHAR,Moong(Green Gram),2010,Winter,520.0,129.5,odisha,kendujhar,0.24903846153846154
Odisha,KENDUJHAR,Potato,2010,Winter,159.0,1780.6,odisha,kendujhar,11.198742138364778
Odisha,KENDUJHAR,Rapeseed &Mustard,2010,Winter,866.0,174.1,odisha,kendujhar,0.2010392609699769
Odisha,KENDUJHAR,Rice,2010,Winter,140000.0,162000.0,odisha,kendujhar,1.1571428571428573
Odisha,KENDUJHAR,Sesamum,2010,Winter,50.0,13.0,odisha,kendujhar,0.26
Odisha,KENDUJHAR,Sugarcane,2010,Winter,32.0,2380.8,odisha,kendujhar,74.4
Odisha,KENDUJHAR,Urad,2010,Winter,701.0,155.6,odisha,kendujhar,0.22196861626248215
Odisha,KHORDHA,Maize,2010,Autumn,59.0,129.4,odisha,khordha,2.193220338983051
Odisha,KHORDHA,Ragi,2010,Autumn,30.0,20.0,odisha,khordha,0.6666666666666666
Odisha,KHORDHA,Sesamum,2010,Autumn,1.0,0.1,odisha,khordha,0.1
Odisha,KHORDHA,Groundnut,2010,Summer,634.0,902.8,odisha,khordha,1.42397476340694
Odisha,KHORDHA,Horse-gram,2010,Summer,113.0,12.4,odisha,khordha,0.10973451327433628
Odisha,KHORDHA,Maize,2010,Summer,1.0,1.4,odisha,khordha,1.4
Odisha,KHORDHA,Moong(Green Gram),2010,Summer,12631.0,2816.7,odisha,khordha,0.22299897078616102
Odisha,KHORDHA,Rice,2010,Summer,1000.0,3000.0,odisha,khordha,3.0
Odisha,KHORDHA,Sesamum,2010,Summer,407.0,131.9,odisha,khordha,0.3240786240786241
Odisha,KHORDHA,Urad,2010,Summer,351.0,56.9,odisha,khordha,0.1621082621082621
Odisha,KHORDHA,Wheat,2010,Summer,2.0,2.3,odisha,khordha,1.15
Odisha,KHORDHA,Horse-gram,2010,Winter,1100.0,270.6,odisha,khordha,0.24600000000000002
Odisha,KHORDHA,Moong(Green Gram),2010,Winter,654.0,140.0,odisha,khordha,0.21406727828746178
Odisha,KHORDHA,Potato,2010,Winter,179.0,2520.3,odisha,khordha,14.079888268156425
Odisha,KHORDHA,Rapeseed &Mustard,2010,Winter,60.0,6.2,odisha,khordha,0.10333333333333333
Odisha,KHORDHA,Rice,2010,Winter,100000.0,166000.0,odisha,khordha,1.66
Odisha,KHORDHA,Sesamum,2010,Winter,35.0,5.4,odisha,khordha,0.1542857142857143
Odisha,KHORDHA,Sugarcane,2010,Winter,675.0,37075.7,odisha,khordha,54.92696296296296
Odisha,KHORDHA,Urad,2010,Winter,2480.0,515.8,odisha,khordha,0.20798387096774193
Odisha,KORAPUT,Groundnut,2010,Autumn,114.0,91.2,odisha,koraput,0.8
Odisha,KORAPUT,Maize,2010,Autumn,4596.0,7669.9,odisha,koraput,1.6688207136640556
Odisha,KORAPUT,Ragi,2010,Autumn,10006.0,7394.4,odisha,koraput,0.7389966020387767
Odisha,KORAPUT,Rice,2010,Autumn,29000.0,35000.0,odisha,koraput,1.206896551724138
Odisha,KORAPUT,Groundnut,2010,Summer,273.0,220.9,odisha,koraput,0.8091575091575092
Odisha,KORAPUT,Maize,2010,Summer,385.0,747.7,odisha,koraput,1.9420779220779223
Odisha,KORAPUT,Moong(Green Gram),2010,Summer,71.0,22.6,odisha,koraput,0.3183098591549296
Odisha,KORAPUT,Ragi,2010,Summer,59.0,40.1,odisha,koraput,0.6796610169491526
Odisha,KORAPUT,Rice,2010,Summer,20000.0,41000.0,odisha,koraput,2.05
Odisha,KORAPUT,Urad,2010,Summer,3.0,1.0,odisha,koraput,0.3333333333333333
Odisha,KORAPUT,Wheat,2010,Summer,16.0,21.5,odisha,koraput,1.34375
Odisha,KORAPUT,Groundnut,2010,Winter,132.0,145.3,odisha,koraput,1.1007575757575758
Odisha,KORAPUT,Horse-gram,2010,Winter,3042.0,1238.1,odisha,koraput,0.40700197238658775
Odisha,KORAPUT,Maize,2010,Winter,19.0,33.7,odisha,koraput,1.773684210526316
Odisha,KORAPUT,Moong(Green Gram),2010,Winter,46.0,21.5,odisha,koraput,0.4673913043478261
Odisha,KORAPUT,Potato,2010,Winter,384.0,3790.5,odisha,koraput,9.87109375
Odisha,KORAPUT,Ragi,2010,Winter,24866.0,18550.0,odisha,koraput,0.7459985522400064
Odisha,KORAPUT,Rapeseed &Mustard,2010,Winter,81.0,19.0,odisha,koraput,0.2345679012345679
Odisha,KORAPUT,Rice,2010,Winter,85000.0,174000.0,odisha,koraput,2.0470588235294116
Odisha,KORAPUT,Sesamum,2010,Winter,504.0,168.3,odisha,koraput,0.33392857142857146
Odisha,KORAPUT,Sugarcane,2010,Winter,3245.0,285381.5,odisha,koraput,87.94499229583975
Odisha,KORAPUT,Urad,2010,Winter,2336.0,637.7,odisha,koraput,0.2729880136986302
Odisha,MALKANGIRI,Maize,2010,Autumn,1134.0,1317.6,odisha,malkangiri,1.1619047619047618
Odisha,MALKANGIRI,Ragi,2010,Autumn,1035.0,612.7,odisha,malkangiri,0.5919806763285025
Odisha,MALKANGIRI,Rice,2010,Autumn,13000.0,15000.0,odisha,malkangiri,1.1538461538461537
Odisha,MALKANGIRI,Groundnut,2010,Summer,2106.0,4530.0,odisha,malkangiri,2.150997150997151
Odisha,MALKANGIRI,Maize,2010,Summer,134.0,198.2,odisha,malkangiri,1.4791044776119402
Odisha,MALKANGIRI,Moong(Green Gram),2010,Summer,192.0,26.9,odisha,malkangiri,0.14010416666666667
Odisha,MALKANGIRI,Rice,2010,Summer,2000.0,4000.0,odisha,malkangiri,2.0
Odisha,MALKANGIRI,Urad,2010,Summer,6.0,7.0,odisha,malkangiri,1.1666666666666667
Odisha,MALKANGIRI,Groundnut,2010,Winter,66.0,136.1,odisha,malkangiri,2.062121212121212
Odisha,MALKANGIRI,Horse-gram,2010,Winter,1348.0,469.1,odisha,malkangiri,0.34799703264094956
Odisha,MALKANGIRI,Maize,2010,Winter,18.0,27.1,odisha,malkangiri,1.5055555555555555
Odisha,MALKANGIRI,Moong(Green Gram),2010,Winter,158.0,35.7,odisha,malkangiri,0.2259493670886076
Odisha,MALKANGIRI,Ragi,2010,Winter,3821.0,2724.4,odisha,malkangiri,0.7130070662130332
Odisha,MALKANGIRI,Rice,2010,Winter,83000.0,183000.0,odisha,malkangiri,2.2048192771084336
Odisha,MALKANGIRI,Sesamum,2010,Winter,15203.0,3299.1,odisha,malkangiri,0.21700322304808262
Odisha,MALKANGIRI,Urad,2010,Winter,1570.0,467.9,odisha,malkangiri,0.2980254777070064
Odisha,MAYURBHANJ,Groundnut,2010,Autumn,6.0,1.8,odisha,mayurbhanj,0.3
Odisha,MAYURBHANJ,Maize,2010,Autumn,2045.0,2963.1,odisha,mayurbhanj,1.4489486552567237
Odisha,MAYURBHANJ,Moong(Green Gram),2010,Autumn,3.0,0.3,odisha,mayurbhanj,0.09999999999999999
Odisha,MAYURBHANJ,Rice,2010,Autumn,44000.0,14000.0,odisha,mayurbhanj,0.3181818181818182
Odisha,MAYURBHANJ,Sesamum,2010,Autumn,81.0,14.3,odisha,mayurbhanj,0.1765432098765432
Odisha,MAYURBHANJ,Urad,2010,Autumn,1381.0,295.5,odisha,mayurbhanj,0.21397538015930484
Odisha,MAYURBHANJ,Groundnut,2010,Summer,1433.0,1994.7,odisha,mayurbhanj,1.3919748778785765
Odisha,MAYURBHANJ,Maize,2010,Summer,49.0,112.1,odisha,mayurbhanj,2.287755102040816
Odisha,MAYURBHANJ,Moong(Green Gram),2010,Summer,1742.0,653.3,odisha,mayurbhanj,0.3750287026406429
Odisha,MAYURBHANJ,Rice,2010,Summer,3000.0,7000.0,odisha,mayurbhanj,2.3333333333333335
Odisha,MAYURBHANJ,Sesamum,2010,Summer,338.0,120.3,odisha,mayurbhanj,0.3559171597633136
Odisha,MAYURBHANJ,Urad,2010,Summer,17.0,7.0,odisha,mayurbhanj,0.4117647058823529
Odisha,MAYURBHANJ,Wheat,2010,Summer,644.0,826.3,odisha,mayurbhanj,1.2830745341614906
Odisha,MAYURBHANJ,Groundnut,2010,Winter,199.0,171.3,odisha,mayurbhanj,0.8608040201005026
Odisha,MAYURBHANJ,Horse-gram,2010,Winter,1505.0,413.9,odisha,mayurbhanj,0.27501661129568106
Odisha,MAYURBHANJ,Maize,2010,Winter,23.0,43.9,odisha,mayurbhanj,1.908695652173913
Odisha,MAYURBHANJ,Moong(Green Gram),2010,Winter,251.0,66.8,odisha,mayurbhanj,0.26613545816733064
Odisha,MAYURBHANJ,Potato,2010,Winter,44.0,516.6,odisha,mayurbhanj,11.740909090909092
Odisha,MAYURBHANJ,Rapeseed &Mustard,2010,Winter,475.0,107.4,odisha,mayurbhanj,0.22610526315789475
Odisha,MAYURBHANJ,Rice,2010,Winter,237000.0,240000.0,odisha,mayurbhanj,1.0126582278481013
Odisha,MAYURBHANJ,Sesamum,2010,Winter,30.0,5.5,odisha,mayurbhanj,0.18333333333333332
Odisha,MAYURBHANJ,Sugarcane,2010,Winter,5.0,258.0,odisha,mayurbhanj,51.6
Odisha,MAYURBHANJ,Urad,2010,Winter,377.0,114.6,odisha,mayurbhanj,0.3039787798408488
Odisha,NABARANGPUR,Groundnut,2010,Autumn,274.0,167.7,odisha,nabarangpur,0.6120437956204379
Odisha,NABARANGPUR,Maize,2010,Autumn,73950.0,232203.0,odisha,nabarangpur,3.14
Odisha,NABARANGPUR,Ragi,2010,Autumn,3514.0,1623.5,odisha,nabarangpur,0.4620091064314172
Odisha,NABARANGPUR,Rice,2010,Autumn,35000.0,44000.0,odisha,nabarangpur,1.2571428571428571
Odisha,NABARANGPUR,Groundnut,2010,Summer,10.0,4.3,odisha,nabarangpur,0.43
Odisha,NABARANGPUR,Maize,2010,Summer,3364.0,10529.3,odisha,nabarangpur,3.1299940546967893
Odisha,NABARANGPUR,Moong(Green Gram),2010,Summer,420.0,73.1,odisha,nabarangpur,0.17404761904761903
Odisha,NABARANGPUR,Ragi,2010,Summer,21.0,14.6,odisha,nabarangpur,0.6952380952380952
Odisha,NABARANGPUR,Rice,2010,Summer,3000.0,5000.0,odisha,nabarangpur,1.6666666666666667
Odisha,NABARANGPUR,Wheat,2010,Summer,38.0,67.1,odisha,nabarangpur,1.7657894736842104
Odisha,NABARANGPUR,Horse-gram,2010,Winter,3143.0,1122.1,odisha,nabarangpur,0.35701559020044543
Odisha,NABARANGPUR,Maize,2010,Winter,514.0,1155.0,odisha,nabarangpur,2.247081712062257
Odisha,NABARANGPUR,Potato,2010,Winter,104.0,1414.7,odisha,nabarangpur,13.602884615384616
Odisha,NABARANGPUR,Ragi,2010,Winter,572.0,195.1,odisha,nabarangpur,0.3410839160839161
Odisha,NABARANGPUR,Rapeseed &Mustard,2010,Winter,17.0,1.8,odisha,nabarangpur,0.10588235294117647
Odisha,NABARANGPUR,Rice,2010,Winter,109000.0,235000.0,odisha,nabarangpur,2.1559633027522938
Odisha,NABARANGPUR,Sugarcane,2010,Winter,582.0,29496.9,odisha,nabarangpur,50.6819587628866
Odisha,NABARANGPUR,Urad,2010,Winter,8164.0,3967.7,odisha,nabarangpur,0.48599951004409603
Odisha,NAYAGARH,Groundnut,2010,Autumn,77.0,78.6,odisha,nayagarh,1.0207792207792208
Odisha,NAYAGARH,Maize,2010,Autumn,629.0,983.9,odisha,nayagarh,1.56422893481717
Odisha,NAYAGARH,Ragi,2010,Autumn,148.0,107.7,odisha,nayagarh,0.7277027027027028
Odisha,NAYAGARH,Rice,2010,Autumn,2000.0,3000.0,odisha,nayagarh,1.5
Odisha,NAYAGARH,Sesamum,2010,Autumn,5.0,1.7,odisha,nayagarh,0.33999999999999997
Odisha,NAYAGARH,Urad,2010,Autumn,50.0,10.3,odisha,nayagarh,0.20600000000000002
Odisha,NAYAGARH,Groundnut,2010,Summer,5.0,6.0,odisha,nayagarh,1.2
Odisha,NAYAGARH,Horse-gram,2010,Summer,8.0,2.8,odisha,nayagarh,0.35
Odisha,NAYAGARH,Maize,2010,Summer,22.0,36.7,odisha,nayagarh,1.6681818181818182
Odisha,NAYAGARH,Moong(Green Gram),2010,Summer,13915.0,2629.9,odisha,nayagarh,0.18899748472871003
Odisha,NAYAGARH,Ragi,2010,Summer,1.0,1.2,odisha,nayagarh,1.2
Odisha,NAYAGARH,Sesamum,2010,Summer,159.0,35.1,odisha,nayagarh,0.22075471698113208
Odisha,NAYAGARH,Urad,2010,Summer,333.0,79.9,odisha,nayagarh,0.23993993993993995
Odisha,NAYAGARH,Wheat,2010,Summer,3.0,1.9,odisha,nayagarh,0.6333333333333333
Odisha,NAYAGARH,Groundnut,2010,Winter,174.0,215.9,odisha,nayagarh,1.2408045977011495
Odisha,NAYAGARH,Horse-gram,2010,Winter,2275.0,718.9,odisha,nayagarh,0.316
Odisha,NAYAGARH,Moong(Green Gram),2010,Winter,11320.0,2603.6,odisha,nayagarh,0.22999999999999998
Odisha,NAYAGARH,Potato,2010,Winter,2.0,18.2,odisha,nayagarh,9.1
Odisha,NAYAGARH,Ragi,2010,Winter,5.0,4.1,odisha,nayagarh,0.82
Odisha,NAYAGARH,Rapeseed &Mustard,2010,Winter,410.0,46.3,odisha,nayagarh,0.11292682926829267
Odisha,NAYAGARH,Rice,2010,Winter,92000.0,153000.0,odisha,nayagarh,1.6630434782608696
Odisha,NAYAGARH,Sesamum,2010,Winter,499.0,116.8,odisha,nayagarh,0.23406813627254508
Odisha,NAYAGARH,Sugarcane,2010,Winter,2533.0,164979.4,odisha,nayagarh,65.13201737070666
Odisha,NAYAGARH,Urad,2010,Winter,5344.0,1111.6,odisha,nayagarh,0.20800898203592813
Odisha,NUAPADA,Groundnut,2010,Autumn,1660.0,1791.1,odisha,nuapada,1.0789759036144577
Odisha,NUAPADA,Maize,2010,Autumn,594.0,671.1,odisha,nuapada,1.1297979797979798
Odisha,NUAPADA,Moong(Green Gram),2010,Autumn,746.0,133.5,odisha,nuapada,0.1789544235924933
Odisha,NUAPADA,Ragi,2010,Autumn,396.0,246.3,odisha,nuapada,0.621969696969697
Odisha,NUAPADA,Rice,2010,Autumn,39000.0,57000.0,odisha,nuapada,1.4615384615384615
Odisha,NUAPADA,Sesamum,2010,Autumn,1490.0,181.8,odisha,nuapada,0.12201342281879195
Odisha,NUAPADA,Urad,2010,Autumn,7390.0,1455.8,odisha,nuapada,0.19699594046008118
Odisha,NUAPADA,Groundnut,2010,Summer,290.0,372.1,odisha,nuapada,1.283103448275862
Odisha,NUAPADA,Maize,2010,Summer,4.0,5.7,odisha,nuapada,1.425
Odisha,NUAPADA,Moong(Green Gram),2010,Summer,2566.0,613.3,odisha,nuapada,0.23901013250194855
Odisha,NUAPADA,Rice,2010,Summer,5000.0,10000.0,odisha,nuapada,2.0
Odisha,NUAPADA,Wheat,2010,Summer,51.0,60.7,odisha,nuapada,1.1901960784313725
Odisha,NUAPADA,Horse-gram,2010,Winter,2592.0,565.1,odisha,nuapada,0.21801697530864197
Odisha,NUAPADA,Moong(Green Gram),2010,Winter,443.0,123.2,odisha,nuapada,0.2781038374717833
Odisha,NUAPADA,Potato,2010,Winter,8.0,55.6,odisha,nuapada,6.95
Odisha,NUAPADA,Rapeseed &Mustard,2010,Winter,96.0,8.3,odisha,nuapada,0.08645833333333335
Odisha,NUAPADA,Rice,2010,Winter,61000.0,124000.0,odisha,nuapada,2.0327868852459017
Odisha,NUAPADA,Sesamum,2010,Winter,230.0,26.9,odisha,nuapada,0.11695652173913043
Odisha,NUAPADA,Sugarcane,2010,Winter,5.0,168.0,odisha,nuapada,33.6
Odisha,NUAPADA,Urad,2010,Winter,781.0,186.7,odisha,nuapada,0.23905249679897567
Odisha,PURI,Rice,2010,Autumn,1000.0,1000.0,odisha,puri,1.0
Odisha,PURI,Groundnut,2010,Summer,4790.0,5417.5,odisha,puri,1.1310020876826723
Odisha,PURI,Moong(Green Gram),2010,Summer,17811.0,6857.2,odisha,puri,0.38499803492223905
Odisha,PURI,Ragi,2010,Summer,41.0,30.7,odisha,puri,0.748780487804878
Odisha,PURI,Rice,2010,Summer,33000.0,76000.0,odisha,puri,2.303030303030303
Odisha,PURI,Sesamum,2010,Summer,1054.0,331.0,odisha,puri,0.31404174573055027
Odisha,PURI,Urad,2010,Summer,201.0,63.1,odisha,puri,0.31393034825870647
Odisha,PURI,Wheat,2010,Summer,3.0,4.6,odisha,puri,1.5333333333333332
Odisha,PURI,Horse-gram,2010,Winter,1889.0,636.6,odisha,puri,0.3370037056643727
Odisha,PURI,Moong(Green Gram),2010,Winter,1.0,0.6,odisha,puri,0.6
Odisha,PURI,Potato,2010,Winter,373.0,4788.2,odisha,puri,12.836997319034852
Odisha,PURI,Rapeseed &Mustard,2010,Winter,99.0,18.1,odisha,puri,0.18282828282828284
Odisha,PURI,Rice,2010,Winter,120000.0,182000.0,odisha,puri,1.5166666666666666
Odisha,PURI,Sugarcane,2010,Winter,47.0,2910.0,odisha,puri,61.91489361702128
Odisha,PURI,Urad,2010,Winter,8879.0,2876.8,odisha,puri,0.3240004505011826
Odisha,RAYAGADA,Groundnut,2010,Autumn,190.0,140.6,odisha,rayagada,0.74
Odisha,RAYAGADA,Maize,2010,Autumn,4219.0,4678.4,odisha,rayagada,1.1088883621711305
Odisha,RAYAGADA,Moong(Green Gram),2010,Autumn,1.0,0.2,odisha,rayagada,0.2
Odisha,RAYAGADA,Ragi,2010,Autumn,4300.0,2790.7,odisha,rayagada,0.6489999999999999
Odisha,RAYAGADA,Rice,2010,Autumn,8000.0,8000.0,odisha,rayagada,1.0
Odisha,RAYAGADA,Urad,2010,Autumn,5.0,0.2,odisha,rayagada,0.04
Odisha,RAYAGADA,Groundnut,2010,Summer,23.0,23.9,odisha,rayagada,1.0391304347826087
Odisha,RAYAGADA,Maize,2010,Summer,116.0,136.2,odisha,rayagada,1.1741379310344826
Odisha,RAYAGADA,Moong(Green Gram),2010,Summer,90.0,26.6,odisha,rayagada,0.29555555555555557
Odisha,RAYAGADA,Ragi,2010,Summer,99.0,92.6,odisha,rayagada,0.9353535353535353
Odisha,RAYAGADA,Rice,2010,Summer,3000.0,6000.0,odisha,rayagada,2.0
Odisha,RAYAGADA,Sesamum,2010,Summer,171.0,55.4,odisha,rayagada,0.3239766081871345
Odisha,RAYAGADA,Urad,2010,Summer,16.0,5.0,odisha,rayagada,0.3125
Odisha,RAYAGADA,Groundnut,2010,Winter,51.0,43.3,odisha,rayagada,0.8490196078431372
Odisha,RAYAGADA,Horse-gram,2010,Winter,3060.0,1162.8,odisha,rayagada,0.38
Odisha,RAYAGADA,Maize,2010,Winter,86.0,101.4,odisha,rayagada,1.1790697674418604
Odisha,RAYAGADA,Moong(Green Gram),2010,Winter,269.0,61.1,odisha,rayagada,0.22713754646840148
Odisha,RAYAGADA,Potato,2010,Winter,96.0,1075.1,odisha,rayagada,11.198958333333332
Odisha,RAYAGADA,Ragi,2010,Winter,8121.0,5327.4,odisha,rayagada,0.6560029553010712
Odisha,RAYAGADA,Rapeseed &Mustard,2010,Winter,1370.0,232.9,odisha,rayagada,0.17
Odisha,RAYAGADA,Rice,2010,Winter,49000.0,112000.0,odisha,rayagada,2.2857142857142856
Odisha,RAYAGADA,Sesamum,2010,Winter,4172.0,1310.0,odisha,rayagada,0.3139980824544583
Odisha,RAYAGADA,Sugarcane,2010,Winter,72.0,4320.0,odisha,rayagada,60.0
Odisha,RAYAGADA,Urad,2010,Winter,4069.0,1123.0,odisha,rayagada,0.2759891865323175
Odisha,SAMBALPUR,Groundnut,2010,Autumn,2.0,1.1,odisha,sambalpur,0.55
Odisha,SAMBALPUR,Maize,2010,Autumn,97.0,112.5,odisha,sambalpur,1.1597938144329898
Odisha,SAMBALPUR,Moong(Green Gram),2010,Autumn,106.0,29.8,odisha,sambalpur,0.2811320754716981
Odisha,SAMBALPUR,Ragi,2010,Autumn,1.0,0.9,odisha,sambalpur,0.9
Odisha,SAMBALPUR,Rice,2010,Autumn,43000.0,17000.0,odisha,sambalpur,0.3953488372093023
Odisha,SAMBALPUR,Urad,2010,Autumn,310.0,76.9,odisha,sambalpur,0.24806451612903227
Odisha,SAMBALPUR,Groundnut,2010,Summer,9.0,13.0,odisha,sambalpur,1.4444444444444444
Odisha,SAMBALPUR,Maize,2010,Summer,5.0,11.6,odisha,sambalpur,2.32
Odisha,SAMBALPUR,Moong(Green Gram),2010,Summer,135.0,53.7,odisha,sambalpur,0.3977777777777778
Odisha,SAMBALPUR,Rice,2010,Summer,23000.0,83000.0,odisha,sambalpur,3.608695652173913
Odisha,SAMBALPUR,Sesamum,2010,Summer,29.0,14.4,odisha,sambalpur,0.496551724137931
Odisha,SAMBALPUR,Urad,2010,Summer,5.0,2.7,odisha,sambalpur,0.54
Odisha,SAMBALPUR,Wheat,2010,Summer,113.0,165.3,odisha,sambalpur,1.4628318584070799
Odisha,SAMBALPUR,Groundnut,2010,Winter,77.0,63.8,odisha,sambalpur,0.8285714285714285
Odisha,SAMBALPUR,Horse-gram,2010,Winter,922.0,263.7,odisha,sambalpur,0.28600867678958786
Odisha,SAMBALPUR,Maize,2010,Winter,4.0,6.7,odisha,sambalpur,1.675
